a_o,mes,nacionalidad,codigo_iso_3166,femenino,masculino,total,latitud_longitud
2015,Junio,Nueva Zelanda,554,3,15,18,"(6.171601,-75.427454)"
2021,Febrero,Bahamas,44,1,2,3,"(10.445761,-75.516429)"
2018,Diciembre,Estonia,233,0,1,1,"(10.408582,-75.538003)"
2021,Agosto,Singapur,702,1,1,2,"(10.886611,-74.776708)"
2017,Abril,Islas Caimán/Territorio Británico de Ultramar,136,3,9,12,"(12.586067,-81.702563)"
2022,Enero,Alemania,276,1,1,2,"(4.452882,-75.766298)"
2012,Abril,Haití,332,4,17,21,"(4.697144,-74.140516)"
2017,Febrero,Alemania,276,5,2,7,"(12.586067,-81.702563)"
2014,Enero,Costa Rica,188,3,2,5,"(0.814836,-77.662532)"
2013,Septiembre,Rumania,642,1,0,1,"(4.815061,-75.736532)"
2022,Mayo,Jamaica,388,12,25,37,"(6.171601,-75.427454)"
2022,Junio,Suiza,756,25,43,68,"(10.445761,-75.516429)"
2013,Septiembre,Australia,36,0,2,2,"(4.815061,-75.736532)"
2015,Diciembre,Trinidad y Tobago,780,16,47,63,"(4.697144,-74.140516)"
2015,Mayo,Hungría,348,0,1,1,"(3.541112,-76.384584)"
2022,Abril,Tailandia,764,2,0,2,"(10.886611,-74.776708)"
2017,Abril,Taiwán,158,1,1,2,"(0.814836,-77.662532)"
2015,Febrero,Malasia,458,0,1,1,"(10.445761,-75.516429)"
2021,Abril,Paraguay,600,0,44,44,"(7.128456,-73.183637)"
2018,Mayo,Argentina,32,0,3,3,"(8.36068,-72.409396)"
2014,Marzo,Indonesia,360,0,2,2,"(10.408582,-75.538003)"
2013,Enero,Alemania,276,9,24,33,"(7.818934,-72.453226)"
2015,Junio,Bulgaria,100,1,2,3,"(10.445761,-75.516429)"
2012,Febrero,Australia,36,23,33,56,"(10.445761,-75.516429)"
2017,Julio,Costa Rica,188,1431,1586,3017,"(4.697144,-74.140516)"
2012,Julio,Canadá,124,0,1,1,"(11.247723,-74.213989)"
2019,Noviembre,Letonia,428,12,19,31,"(4.697144,-74.140516)"
2015,Mayo,Venezuela,862,5,10,15,"(10.408582,-75.538003)"
2014,Octubre,Eslovenia,705,0,1,1,"(10.408582,-75.538003)"
2019,Febrero,Ghana,288,0,1,1,"(6.171601,-75.427454)"
2022,Octubre,El Salvador,222,164,164,328,"(10.445761,-75.516429)"
2012,Octubre,Filipinas,608,0,12,12,"(3.541112,-76.384584)"
2017,Mayo,Suecia,752,2,2,4,"(11.247723,-74.213989)"
2017,Enero,Estados Unidos de América,840,85,135,220,"(0.814836,-77.662532)"
2013,Enero,Ecuador,218,905,1563,2468,"(0.814836,-77.662532)"
2013,Junio,Guatemala,320,3,12,15,"(10.886611,-74.776708)"
2015,Diciembre,Granada,308,0,1,1,"(7.927209,-72.507910)"
2019,Enero,Países Bajos,528,5,7,12,"(11.247723,-74.213989)"
2013,Noviembre,Portugal,620,0,1,1,"(12.586067,-81.702563)"
2015,Mayo,Portugal,620,2,2,4,"(10.408582,-75.538003)"
2019,Septiembre,Argentina,32,220,158,378,"(10.408582,-75.538003)"
2021,Mayo,Estados Unidos de América,840,0,2,2,"(-4.197703,-69.941278)"
2014,Agosto,Jamaica,388,2,0,2,"(10.886611,-74.776708)"
2017,Mayo,Honduras,340,0,2,2,"(11.360009,-72.129330)"
2012,Febrero,India,356,0,26,26,"(6.171601,-75.427454)"
2014,Diciembre,Azerbaiyán,31,2,2,4,"(4.697144,-74.140516)"
2020,Enero,Guatemala,320,1,1,2,"(7.128456,-73.183637)"
2019,Diciembre,Países Bajos,528,4,14,18,"(11.360009,-72.129330)"
2018,Enero,Perú,604,21,18,39,"(-4.197703,-69.941278)"
2018,Enero,Croacia,191,12,16,28,"(10.445761,-75.516429)"
2019,Julio,Malawi,454,0,1,1,"(6.171601,-75.427454)"
2017,Julio,Nicaragua,558,72,134,206,"(4.697144,-74.140516)"
2019,Diciembre,Bolivia,68,1,0,1,"(-4.223468,-69.945098)"
2016,Febrero,Estados Unidos de América,840,6,12,18,"(7.927209,-72.507910)"
2017,Agosto,España,724,1,2,3,"(-4.223468,-69.945098)"
2016,Octubre,Bélgica,56,0,1,1,"(4.815061,-75.736532)"
2017,Abril,Austria,40,1,1,2,"(0.25129,-76.875963)"
2023,Enero,Bolivia,68,23,17,40,"(12.586067,-81.702563)"
2017,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,826,1170,2193,3363,"(4.697144,-74.140516)"
2016,Enero,Jamaica,388,1,0,1,"(12.586067,-81.702563)"
2014,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,826,4,11,15,"(10.886611,-74.776708)"
2023,Enero,China,156,1,2,3,"(-4.197703,-69.941278)"
2014,Enero,Chad,148,0,1,1,"(4.697144,-74.140516)"
2022,Septiembre,Paraguay,600,278,206,484,"(4.697144,-74.140516)"
2012,Octubre,Honduras,340,0,2,2,"(7.128456,-73.183637)"
2015,Noviembre,Bosnia y Herzegovina,70,1,3,4,"(4.697144,-74.140516)"
2015,Abril,Turquía,792,1,5,6,"(6.171601,-75.427454)"
2017,Noviembre,República de Irlanda,372,6,4,10,"(8.635765,-77.346578)"
2017,Febrero,Israel,376,10,53,63,"(10.445761,-75.516429)"
2014,Abril,El Salvador,222,16,27,43,"(10.445761,-75.516429)"
2022,Abril,Antigua y Barbuda,28,1,1,2,"(10.886611,-74.776708)"
2018,Noviembre,Barbados,52,1,0,1,"(3.541112,-76.384584)"
2023,Enero,Bélgica,56,1,3,4,"(4.815061,-75.736532)"
2016,Octubre,Guatemala,320,3,10,13,"(7.128456,-73.183637)"
2020,Enero,Bélgica,56,0,2,2,"(7.818934,-72.453226)"
2012,Abril,Países Bajos,528,31,60,91,"(6.171601,-75.427454)"
2012,Agosto,Islandia,352,0,1,1,"(10.408582,-75.538003)"
2018,Noviembre,México,484,42,71,113,"(10.886611,-74.776708)"
2013,Mayo,Japón,392,0,2,2,"(8.635765,-77.346578)"
2020,Marzo,Panamá,591,558,569,1127,"(6.171601,-75.427454)"
2018,Marzo,Bélgica,56,0,1,1,"(11.360009,-72.129330)"
2021,Diciembre,Hungría,348,1,3,4,"(10.886611,-74.776708)"
2018,Octubre,República Dominicana,214,0,3,3,"(4.815061,-75.736532)"
2012,Mayo,Portugal,620,63,303,366,"(4.697144,-74.140516)"
2017,Enero,Argelia,12,0,1,1,"(6.171601,-75.427454)"
2018,Enero,Ucrania,804,2,2,4,"(0.814836,-77.662532)"
2014,Diciembre,República Del Congo,178,0,1,1,"(4.697144,-74.140516)"
2012,Febrero,Bahamas,44,1,4,5,"(10.445761,-75.516429)"
2019,Noviembre,Ecuador,218,615,583,1198,"(3.541112,-76.384584)"
2023,Mayo,Antigua y Barbuda,28,2,6,8,"(4.697144,-74.140516)"
2012,Febrero,Isla de Man,833,13,34,47,"(0.814836,-77.662532)"
2017,Octubre,España,724,5,4,9,"(11.360009,-72.129330)"
2014,Enero,Santa Sede/Ciudad del Vaticano,336,0,2,2,"(4.697144,-74.140516)"
2015,Septiembre,Tanzania,834,2,0,2,"(4.697144,-74.140516)"
2012,Julio,Suiza,756,3,3,6,"(4.815061,-75.736532)"
2021,Diciembre,Suiza,756,0,2,2,"(7.128456,-73.183637)"
2022,Junio,Suecia,752,6,3,9,"(10.886611,-74.776708)"
2016,Junio,Panamá,591,1,6,7,"(10.408582,-75.538003)"
2016,Julio,Venezuela,862,18,22,40,"(8.36068,-72.409396)"
2012,Agosto,República Checa,203,1,0,1,"(7.128456,-73.183637)"
2014,Julio,Alemania,276,1,5,6,"(4.815061,-75.736532)"
2018,Junio,Honduras,340,2,6,8,"(0.814836,-77.662532)"
2022,Marzo,República de Moldavia,498,3,3,6,"(4.697144,-74.140516)"
2023,Febrero,Nicaragua,558,97,86,183,"(4.697144,-74.140516)"
2020,Febrero,República de Tayikistán,762,1,0,1,"(4.697144,-74.140516)"
2016,Abril,Argentina,32,260,163,423,"(12.586067,-81.702563)"
2017,Junio,República de Corea,410,1,0,1,"(4.452882,-75.766298)"
2015,Mayo,Taiwán,158,1,0,1,"(-4.197703,-69.941278)"
2020,Septiembre,Noruega,578,0,1,1,"(3.541112,-76.384584)"
2013,Febrero,Bélgica,56,1,4,5,"(7.818934,-72.453226)"
2013,Septiembre,Cuba,192,0,1,1,"(11.360009,-72.129330)"
2018,Marzo,Polonia,616,2,0,2,"(4.815061,-75.736532)"
2022,Diciembre,Países Bajos,528,1,2,3,"(0.25129,-76.875963)"
2013,Marzo,Lesoto,426,0,2,2,"(4.697144,-74.140516)"
2012,Enero,Estados Unidos de América,840,4,6,10,"(13.3387613,-81.372937)"
2018,Junio,Reino Unido de Gran Bretaña e Irlanda del Norte,826,123,225,348,"(6.171601,-75.427454)"
2020,Febrero,República de Corea,410,28,38,66,"(6.171601,-75.427454)"
2022,Abril,Eslovenia,705,0,1,1,"(3.541112,-76.384584)"
2013,Marzo,Desconocido,99999,0,1,1,"(4.697144,-74.140516)"
2019,Enero,Liechtenstein,438,0,1,1,"(10.445761,-75.516429)"
2018,Junio,Suecia,752,4,4,8,"(10.408582,-75.538003)"
2012,Diciembre,Alemania,276,1412,2176,3588,"(4.697144,-74.140516)"
2023,Enero,Ecuador,218,0,8,8,"(3.893038,-77.067921)"
2016,Julio,Honduras,340,1,2,3,"(4.815061,-75.736532)"
2017,Diciembre,Argentina,32,0,1,1,"(4.452882,-75.766298)"
2013,Julio,España,724,0,1,1,"(7.088729,-70.740253)"
2012,Febrero,Grecia,300,0,4,4,"(6.171601,-75.427454)"
2014,Junio,Bolivia,68,7,15,22,"(3.541112,-76.384584)"
2016,Agosto,Reino Unido de Gran Bretaña e Irlanda del Norte,826,30,25,55,"(8.635765,-77.346578)"
2019,Julio,Malasia,458,1,0,1,"(0.814836,-77.662532)"
2018,Agosto,Ecuador,218,0,3,3,"(7.088729,-70.740253)"
2012,Agosto,Argentina,32,20,41,61,"(11.360009,-72.129330)"
2016,Noviembre,Surinam,740,2,12,14,"(6.171601,-75.427454)"
2022,Diciembre,República de Corea,410,1,1,2,"(11.117806,-74.232622)"
2012,Abril,Bolivia,68,32,74,106,"(10.445761,-75.516429)"
2021,Noviembre,Chile,152,2935,3349,6284,"(4.697144,-74.140516)"
2012,Junio,Bélgica,56,159,293,452,"(4.697144,-74.140516)"
2018,Junio,Reino Unido de Gran Bretaña e Irlanda del Norte,826,79,116,195,"(0.814836,-77.662532)"
2016,Junio,Francia,250,1,0,1,"(4.452882,-75.766298)"
2013,Marzo,Jamaica,388,16,19,35,"(4.697144,-74.140516)"
2012,Octubre,Reino Unido de Gran Bretaña e Irlanda del Norte,826,196,581,777,"(4.697144,-74.140516)"
2018,Enero,Suiza,756,66,114,180,"(6.171601,-75.427454)"
2018,Agosto,Canadá,124,181,242,423,"(10.445761,-75.516429)"
2016,Febrero,Islandia,352,0,1,1,"(8.635765,-77.346578)"
2013,Noviembre,Costa Rica,188,1,1,2,"(7.128456,-73.183637)"
2019,Noviembre,República Checa,203,0,4,4,"(0.814836,-77.662532)"
2016,Marzo,Reino Unido de Gran Bretaña e Irlanda del Norte,826,208,224,432,"(10.445761,-75.516429)"
2021,Enero,Bolivia,68,0,2,2,"(4.815061,-75.736532)"
2019,Agosto,Cuba,192,0,1,1,"(7.088729,-70.740253)"
2012,Abril,República Dominicana,214,0,3,3,"(4.815061,-75.736532)"
2022,Octubre,Malasia,458,1,0,1,"(10.445761,-75.516429)"
2013,Septiembre,Cuba,192,1,0,1,"(12.586067,-81.702563)"
2018,Junio,Italia,380,17,24,41,"(0.814836,-77.662532)"
2014,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,826,19,32,51,"(10.408582,-75.538003)"
2017,Febrero,Bolivia,68,4,4,8,"(-4.197703,-69.941278)"
2019,Octubre,Taiwán,158,58,61,119,"(4.697144,-74.140516)"
2017,Noviembre,Países Bajos,528,0,4,4,"(7.818934,-72.453226)"
2019,Agosto,Australia,36,313,539,852,"(4.697144,-74.140516)"
2012,Noviembre,Polonia,616,13,2,15,"(-4.197703,-69.941278)"
2021,Agosto,Filipinas,608,0,45,45,"(11.247723,-74.213989)"
2022,Noviembre,Egipto,818,0,3,3,"(10.445761,-75.516429)"
2017,Junio,Japón,392,0,2,2,"(7.818934,-72.453226)"
2022,Enero,Uruguay,858,20,35,55,"(6.171601,-75.427454)"
2019,Febrero,Desconocido,99999,78,126,204,"(4.697144,-74.140516)"
2017,Junio,Alemania,276,0,1,1,"(9.402978,-75.681599)"
2016,Diciembre,Bolivia,68,31,22,53,"(0.814836,-77.662532)"
2015,Junio,Venezuela,862,2,1,3,"(4.452882,-75.766298)"
2018,Julio,Costa Rica,188,1688,1876,3564,"(4.697144,-74.140516)"
2020,Abril,Países Bajos,528,5,27,32,"(4.697144,-74.140516)"
2016,Noviembre,Nueva Zelanda,554,1,7,8,"(10.408582,-75.538003)"
2018,Noviembre,El Salvador,222,1,0,1,"(11.360009,-72.129330)"
2020,Noviembre,Nepal,524,0,2,2,"(4.697144,-74.140516)"
2012,Noviembre,Uruguay,858,120,277,397,"(4.697144,-74.140516)"
2019,Mayo,Tanzania,834,3,4,7,"(4.697144,-74.140516)"
2013,Noviembre,Trinidad y Tobago,780,0,1,1,"(7.927209,-72.507910)"
2021,Septiembre,Hungría,348,5,3,8,"(6.171601,-75.427454)"
2017,Agosto,Lituania,440,2,3,5,"(10.445761,-75.516429)"
2013,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,826,0,1,1,"(12.5744111,-81.703935)"
2014,Marzo,Burundi,108,0,1,1,"(3.541112,-76.384584)"
2021,Febrero,Estados Unidos de América,840,1,2,3,"(12.586067,-81.702563)"
2023,Mayo,Iraq,368,1,0,1,"(10.445761,-75.516429)"
2020,Mayo,Francia,250,8,10,18,"(4.697144,-74.140516)"
2018,Abril,Canadá,124,225,547,772,"(6.171601,-75.427454)"
2012,Julio,Chile,152,0,1,1,"(4.452882,-75.766298)"
2013,Abril,Alemania,276,45,47,92,"(0.814836,-77.662532)"
2021,Noviembre,Honduras,340,112,102,214,"(6.171601,-75.427454)"
2020,Enero,Santa Lucia,662,2,0,2,"(4.697144,-74.140516)"
2017,Febrero,San Marino,674,0,1,1,"(10.445761,-75.516429)"
2013,Julio,Reino Unido de Gran Bretaña e Irlanda del Norte,826,0,1,1,"(10.886611,-74.776708)"
2022,Abril,Italia,380,91,195,287,"(10.445761,-75.516429)"
2015,Diciembre,Perú,604,0,2,2,"(4.452882,-75.766298)"
2012,Septiembre,Brasil,76,0,1,1,"(11.247723,-74.213989)"
2016,Noviembre,Angola,24,1,2,3,"(4.697144,-74.140516)"
2016,Mayo,Zambia,894,1,3,4,"(4.697144,-74.140516)"
2018,Marzo,Chad,148,0,1,1,"(6.171601,-75.427454)"
2018,Diciembre,Francia,250,0,1,1,"(4.452882,-75.766298)"
2023,Febrero,Polonia,616,2,5,7,"(-4.223468,-69.945098)"
2021,Octubre,Costa Rica,188,0,2,2,"(7.927209,-72.507910)"
2015,Junio,Costa Rica,188,18,20,38,"(10.886611,-74.776708)"
2018,Febrero,República de Corea,410,3,0,3,"(-4.223468,-69.945098)"
2022,Agosto,Chipre,196,12,16,28,"(4.697144,-74.140516)"
2013,Mayo,Panamá,591,115,233,348,"(6.171601,-75.427454)"
2015,Septiembre,Kazajistán,398,1,0,1,"(10.445761,-75.516429)"
2012,Abril,Cuba,192,87,157,244,"(4.697144,-74.140516)"
2018,Abril,Sierra Leona,694,0,1,1,"(4.697144,-74.140516)"
2017,Enero,Panamá,591,434,443,877,"(10.445761,-75.516429)"
2013,Febrero,Francia,250,41,87,128,"(6.171601,-75.427454)"
2014,Junio,España,724,1,4,5,"(-4.197703,-69.941278)"
2012,Octubre,Cuba,192,98,175,273,"(4.697144,-74.140516)"
2018,Abril,China,156,2,1,3,"(-4.197703,-69.941278)"
2023,Enero,Perú,604,0,1,1,"(3.893038,-77.067921)"
2023,Abril,China,156,48,78,126,"(6.171601,-75.427454)"
2019,Octubre,Austria,40,2,3,5,"(-4.223468,-69.945098)"
2013,Agosto,República de Corea,410,7,16,23,"(0.814836,-77.662532)"
2014,Octubre,Japón,392,5,13,18,"(3.541112,-76.384584)"
2014,Abril,Uganda,800,8,9,17,"(4.697144,-74.140516)"
2012,Diciembre,Surinam,740,0,1,1,"(6.171601,-75.427454)"
2016,Marzo,Bangladesh,50,0,1,1,"(10.445761,-75.516429)"
2015,Septiembre,Austria,40,1,0,1,"(0.25129,-76.875963)"
2022,Abril,Kenia,404,0,1,1,"(0.25129,-76.875963)"
2021,Agosto,Dinamarca,208,2,12,14,"(6.171601,-75.427454)"
2013,Febrero,República de Irlanda,372,1,1,2,"(11.360009,-72.129330)"
2018,Julio,Argentina,32,8,11,19,"(0.25129,-76.875963)"
2019,Noviembre,Cuba,192,15,27,42,"(10.445761,-75.516429)"
2017,Noviembre,Suecia,752,0,2,2,"(12.586067,-81.702563)"
2023,Febrero,Desconocido,99999,0,1,1,"(8.364293,-72.405710)"
2016,Enero,Eslovaquia,703,23,37,60,"(4.697144,-74.140516)"
2022,Julio,Trinidad y Tobago,780,25,36,61,"(6.171601,-75.427454)"
2015,Mayo,Reino Unido de Gran Bretaña e Irlanda del Norte,826,39,76,115,"(10.445761,-75.516429)"
2023,Enero,México,484,1,5,6,"(-4.223468,-69.945098)"
2019,Febrero,Santa Lucia,662,1,0,1,"(10.445761,-75.516429)"
2016,Marzo,Australia,36,52,88,140,"(6.171601,-75.427454)"
2015,Noviembre,Japón,392,0,5,5,"(7.818934,-72.453226)"
2018,Abril,Francia,250,2,5,7,"(7.818934,-72.453226)"
2013,Diciembre,Estados Unidos de América,840,2347,4330,6677,"(6.171601,-75.427454)"
2020,Enero,Grecia,300,1,4,5,"(10.886611,-74.776708)"
2017,Diciembre,República Dominicana,214,11,38,49,"(10.886611,-74.776708)"
2019,Julio,Sudáfrica,710,3,7,10,"(10.408582,-75.538003)"
2022,Marzo,Antigua y Barbuda,28,2,3,5,"(4.697144,-74.140516)"
2020,Marzo,Cabo Verde,132,1,0,1,"(4.697144,-74.140516)"
2018,Febrero,Bulgaria,100,0,1,1,"(11.247723,-74.213989)"
2017,Septiembre,Grecia,300,0,13,13,"(10.445761,-75.516429)"
2015,Diciembre,Australia,36,12,27,39,"(8.635765,-77.346578)"
2017,Noviembre,Panamá,591,696,596,1292,"(10.445761,-75.516429)"
2016,Febrero,Chile,152,503,345,848,"(10.445761,-75.516429)"
2019,Octubre,Alemania,276,0,2,2,"(7.128456,-73.183637)"
2023,Junio,Canadá,124,0,2,2,"(4.452882,-75.766298)"
2019,Agosto,Uruguay,858,275,500,775,"(4.697144,-74.140516)"
2016,Abril,Finlandia,246,3,4,7,"(10.445761,-75.516429)"
2020,Febrero,Surinam,740,0,1,1,"(3.541112,-76.384584)"
2014,Agosto,Argentina,32,85,129,214,"(0.814836,-77.662532)"
2017,Enero,Haití,332,1,0,1,"(10.886611,-74.776708)"
2013,Septiembre,Senegal,686,0,1,1,"(3.541112,-76.384584)"
2022,Octubre,Cuba,192,1,6,7,"(10.886611,-74.776708)"
2021,Noviembre,Turquía,792,0,1,1,"(10.408582,-75.538003)"
2021,Octubre,Croacia,191,0,1,1,"(10.886611,-74.776708)"
2015,Mayo,Portugal,620,0,3,3,"(10.886611,-74.776708)"
2023,Marzo,Lituania,440,16,7,23,"(6.171601,-75.427454)"
2022,Marzo,Alemania,276,14,12,26,"(8.635765,-77.346578)"
2017,Diciembre,Nicaragua,558,2,1,3,"(12.586067,-81.702563)"
2016,Marzo,Brasil,76,5,8,13,"(-4.223468,-69.945098)"
2022,Diciembre,Japón,392,1,2,3,"(12.586067,-81.702563)"
2018,Noviembre,Costa Rica,188,54,63,117,"(3.541112,-76.384584)"
2017,Diciembre,India,356,0,1,1,"(10.971302,-74.765397)"
2017,Octubre,Rumania,642,0,1,1,"(11.247723,-74.213989)"
2016,Septiembre,Eslovenia,705,11,21,32,"(4.697144,-74.140516)"
2020,Febrero,Alemania,276,0,1,1,"(4.452882,-75.766298)"
2021,Noviembre,Belice,84,0,1,1,"(10.886611,-74.776708)"
2018,Octubre,España,724,1,2,3,"(7.128456,-73.183637)"
2018,Diciembre,Venezuela,862,338,336,674,"(3.541112,-76.384584)"
2022,Julio,India,356,0,44,44,"(10.408582,-75.538003)"
2018,Agosto,Estonia,233,1,0,1,"(8.635765,-77.346578)"
2012,Junio,Brasil,76,55,63,118,"(-4.197703,-69.941278)"
2016,Enero,México,484,0,1,1,"(3.893038,-77.067921)"
2021,Septiembre,Chile,152,8,11,19,"(7.818934,-72.453226)"
2012,Agosto,Grecia,300,0,2,2,"(9.402978,-75.681599)"
2015,Octubre,Suecia,752,1,2,3,"(10.886611,-74.776708)"
2018,Diciembre,Luxemburgo,442,2,2,4,"(10.445761,-75.516429)"
2022,Enero,Venezuela,862,29,28,57,"(7.128456,-73.183637)"
2019,Mayo,México,484,16,15,31,"(10.408582,-75.538003)"
2016,Marzo,Argentina,32,0,2,2,"(4.452882,-75.766298)"
2022,Abril,Venezuela,862,134,125,259,"(7.088729,-70.740253)"
2022,Diciembre,República de Belarús,112,1,0,1,"(8.635765,-77.346578)"
2016,Enero,Estados Unidos de América,840,0,1,1,"(11.117806,-74.232622)"
2021,Enero,Canadá,124,60,175,235,"(6.171601,-75.427454)"
2020,Julio,Federación de Rusia,643,22,37,59,"(4.697144,-74.140516)"
2017,Julio,Países Bajos,528,2651,3015,5666,"(4.697144,-74.140516)"
2021,Septiembre,Austria,40,0,1,1,"(10.886611,-74.776708)"
2016,Diciembre,República Del Congo,178,0,1,1,"(4.697144,-74.140516)"
2013,Diciembre,República de Corea,410,3,9,12,"(3.541112,-76.384584)"
2014,Julio,Israel,376,33,91,124,"(0.814836,-77.662532)"
2015,Abril,Estonia,233,7,17,24,"(4.697144,-74.140516)"
2022,Octubre,Guatemala,320,15,17,32,"(10.886611,-74.776708)"
2016,Junio,Paraguay,600,72,34,106,"(10.445761,-75.516429)"
2018,Julio,Ecuador,218,68,212,280,"(0.25129,-76.875963)"
2019,Junio,Belice,84,12,16,28,"(4.697144,-74.140516)"
2019,Mayo,Honduras,340,0,1,1,"(7.818934,-72.453226)"
2018,Diciembre,Japón,392,1,2,3,"(-4.223468,-69.945098)"
2019,Diciembre,Malí,466,0,2,2,"(4.697144,-74.140516)"
2021,Enero,Suiza,756,2,9,11,"(3.541112,-76.384584)"
2018,Diciembre,Argelia,12,0,1,1,"(10.445761,-75.516429)"
2013,Marzo,Lituania,440,0,1,1,"(7.818934,-72.453226)"
2014,Marzo,Uruguay,858,8,3,11,"(10.408582,-75.538003)"
2019,Marzo,Francia,250,232,367,599,"(10.445761,-75.516429)"
2022,Mayo,Reino Unido de Gran Bretaña e Irlanda del Norte,826,18,55,73,"(0.814836,-77.662532)"
2016,Febrero,Suecia,752,5,5,10,"(8.635765,-77.346578)"
2023,Febrero,Honduras,340,0,42,42,"(12.5744111,-81.703935)"
2022,Enero,Noruega,578,1,2,3,"(10.408582,-75.538003)"
2022,Agosto,India,356,5,1,6,"(0.814836,-77.662532)"
2020,Febrero,Honduras,340,8,12,20,"(10.886611,-74.776708)"
2019,Febrero,Países Bajos,528,1675,2245,3920,"(4.697144,-74.140516)"
2013,Abril,Reino Unido de Gran Bretaña e Irlanda del Norte,826,5,6,11,"(-4.197703,-69.941278)"
2018,Junio,Ucrania,804,1,0,1,"(-4.197703,-69.941278)"
2018,Marzo,Honduras,340,66,40,106,"(3.541112,-76.384584)"
2012,Mayo,China,156,3,6,9,"(3.541112,-76.384584)"
2016,Mayo,Países Bajos,528,6,8,14,"(8.635765,-77.346578)"
2020,Diciembre,Líbano,422,3,20,23,"(4.697144,-74.140516)"
2014,Abril,Venezuela,862,0,1,1,"(11.247723,-74.213989)"
2014,Abril,Bulgaria,100,0,1,1,"(10.886611,-74.776708)"
2014,Marzo,Islandia,352,0,1,1,"(6.171601,-75.427454)"
2014,Octubre,Nicaragua,558,0,1,1,"(4.452882,-75.766298)"
2014,Agosto,Estados Unidos de América,840,0,2,2,"(6.185799,-67.483929)"
2012,Mayo,Taiwán,158,1,0,1,"(-4.197703,-69.941278)"
2022,Abril,República Dominicana,214,0,1,1,"(11.360009,-72.129330)"
2017,Enero,Perú,604,421,644,1065,"(6.171601,-75.427454)"
2021,Agosto,Argentina,32,52,126,178,"(6.171601,-75.427454)"
2015,Marzo,Argentina,32,4,31,35,"(10.886611,-74.776708)"
2015,Septiembre,San  Vicente y las Granadinas,670,0,3,3,"(4.697144,-74.140516)"
2016,Octubre,Albania,8,4,7,11,"(4.697144,-74.140516)"
2021,Julio,República de Moldavia,498,3,2,5,"(4.697144,-74.140516)"
2012,Enero,República de Irlanda,372,2,4,6,"(-4.197703,-69.941278)"
2020,Septiembre,China,156,1,3,4,"(4.697144,-74.140516)"
2021,Febrero,México,484,1,4,5,"(7.128456,-73.183637)"
2012,Enero,Bolivia,68,4,3,7,"(10.408582,-75.538003)"
2016,Junio,Alemania,276,17,26,43,"(10.886611,-74.776708)"
2015,Enero,Jamaica,388,1,0,1,"(7.818934,-72.453226)"
2018,Octubre,Ucrania,804,1,3,4,"(6.171601,-75.427454)"
2017,Diciembre,Surinam,740,3,12,15,"(4.697144,-74.140516)"
2018,Abril,Ecuador,218,0,1,1,"(6.185799,-67.483929)"
2015,Abril,Alemania,276,7,11,18,"(12.586067,-81.702563)"
2015,Julio,Israel,376,38,90,128,"(0.814836,-77.662532)"
2022,Octubre,Uruguay,858,0,1,1,"(10.408582,-75.538003)"
2016,Enero,Japón,392,4,3,7,"(-4.197703,-69.941278)"
2012,Agosto,Reino Unido de Gran Bretaña e Irlanda del Norte,826,19,31,50,"(10.445761,-75.516429)"
2013,Agosto,Alemania,276,35,55,90,"(10.445761,-75.516429)"
2014,Enero,Alemania,276,7,6,13,"(12.586067,-81.702563)"
2015,Marzo,Desconocido,99999,0,2,2,"(6.171601,-75.427454)"
2022,Febrero,Surinam,740,3,6,9,"(4.697144,-74.140516)"
2021,Agosto,Ucrania,804,0,19,19,"(10.971302,-74.765397)"
2012,Enero,Bulgaria,100,6,8,14,"(4.697144,-74.140516)"
2017,Febrero,Libia,434,0,1,1,"(0.814836,-77.662532)"
2013,Noviembre,Perú,604,61,49,110,"(12.586067,-81.702563)"
2019,Marzo,Israel,376,18,48,66,"(3.541112,-76.384584)"
2016,Agosto,Bélgica,56,6,10,16,"(10.445761,-75.516429)"
2016,Abril,República Dominicana,214,0,4,4,"(10.408582,-75.538003)"
2022,Agosto,Panamá,591,77,119,196,"(4.815061,-75.736532)"
2017,Mayo,Perú,604,0,2,2,"(12.5744111,-81.703935)"
2022,Marzo,República de Corea,410,96,201,297,"(4.697144,-74.140516)"
2021,Noviembre,Países Bajos,528,0,1,1,"(8.36068,-72.409396)"
2022,Noviembre,Kazajistán,398,25,35,60,"(4.697144,-74.140516)"
2019,Enero,Santa Lucia,662,1,1,2,"(10.445761,-75.516429)"
2012,Marzo,Argentina,32,1,0,1,"(4.452882,-75.766298)"
2018,Octubre,Ecuador,218,54,97,151,"(6.171601,-75.427454)"
2014,Marzo,República Árabe Siria,760,0,3,3,"(4.697144,-74.140516)"
2021,Diciembre,Chile,152,11,2,13,"(7.916725,-72.462544)"
2017,Octubre,Perú,604,0,2,2,"(8.635765,-77.346578)"
2019,Octubre,Reino Unido de Gran Bretaña e Irlanda del Norte,826,94,270,364,"(6.171601,-75.427454)"
2013,Agosto,Nueva Zelanda,554,8,12,20,"(10.408582,-75.538003)"
2016,Septiembre,Serbia,688,1,0,1,"(6.171601,-75.427454)"
2019,Agosto,Chile,152,29,66,95,"(0.814836,-77.662532)"
2016,Marzo,Panamá,591,1139,1170,2309,"(6.171601,-75.427454)"
